"English","Logical","Quant","Domain","ComputerProgramming","ElectronicsAndSemicon","ComputerScience","MechanicalEngg","ElectricalEngg","TelecomEngg","CivilEngg","conscientiousness","agreeableness","extraversion","nueroticism","openess_to_experience","Salary"
"375","595","585","0.99405087195167","675","-1","-1","-1","-1","-1","-1","-0.5332","-0.2793","-0.7794","1.4136","-0.6035","550000"
"435","445","544","0.308400582860308","355","-1","-1","-1","-1","-1","-1","0.2009","-0.3183","0.0552","-0.407769999999999","0.1864","295000"
"525","485","355","0.622642915849938","535","-1","407","-1","-1","-1","-1","-1.308","-0.4536","-1.0659","-0.2344","-0.8608","320000"
"440","420","500","0.525922584252055","415","-1","-1","-1","-1","-1","-1","1.1336","0.3789","0.3174","-0.3612","0.0973","105000"
"440","410","135","0.253028370715546","-1","-1","-1","-1","-1","286","-1","0.7027","0.8784","0.3174","-0.1076","1.0554","80000"
"545","495","555","0.864685413370085","525","-1","-1","-1","-1","-1","-1","-1.1901","-0.1232","-1.5051","0.7673","0.1864","470000"
"315","395","415","0.670743151433127","455","-1","-1","-1","-1","-1","-1","-0.5719","0.0328","-0.8157","0.2973","-0.2875","155000"
"450","620","430","0.486747008438193","405","-1","376","-1","-1","-1","-1","-1.8825","0.5454","0.4711","2.6814","-1.0524","180000"
"555","620","750","0.884122511593735","535","-1","-1","-1","-1","-1","-1","-0.0696","1.2808","-0.1988","-0.2609","0.3444","180000"
"465","650","655","0.978799292641428","605","-1","561","-1","-1","-1","-1","-1.7389","0.0459","0.7785","-1.7556","1.0554","315000"
"560","425","510","0.744758354008939","435","-1","438","-1","-1","-1","-1","0.2718","-0.1206","-1.3733","-0.7415","-0.0943","300000"
"575","575","404","0.486747008438193","495","-1","376","-1","-1","-1","-1","0.99","0.8784","0.7785","-0.7415","0.2889","360000"
"360","415","255","-1.0","-1","-1","-1","-1","-1","-1","-1","1.2772","-0.1206","-1.3733","-0.4879","0.8637","80000"
"545","560","400","0.130441735719574","-1","-1","-1","286","-1","-1","-1","-1.2287","-0.9033","-0.1988","2.4712","0.3444","180000"
"535","565","445","0.843123726665742","515","-1","-1","-1","-1","-1","-1","0.3555","0.6568","0.8171","-1.8179","-0.2875","335000"
"710","555","570","0.622642915849938","575","-1","407","-1","-1","-1","-1","-0.5899","-0.7866","-0.9122","0.2727","-0.4776","300000"
"425","445","435","0.704090412131314","465","-1","-1","-1","-1","-1","-1","-1.6538","-1.2153","-2.2308","0.7673","0.6603","80000"
"580","485","510","0.0531603052826837","285","196","-1","-1","-1","-1","-1","0.5591","0.2124","-1.2196","-0.7415","-0.8608","300000"
"325","470","470","0.356536487724475","505","-1","346","-1","-1","-1","-1","1.7081","1.3779","1.3933","-0.2344","1.6302","180000"
"430","495","575","0.0587928000083534","495","200","-1","-1","-1","-1","-1","-1.0208","-0.7866","-2.2954","-0.3612","0.6721","300000"
"465","495","355","0.649389714846691","355","356","-1","-1","-1","-1","356","0.7027","0.3789","0.4711","0.7798","-0.2859","200000"
"685","395","464","0.563267823666597","425","-1","-1","-1","-1","-1","-1","-1.3447","0.0328","-0.4891","0.2973","0.0284","325000"
"335","455","595","-1.0","305","-1","-1","-1","-1","-1","-1","0.8479","0.9028","-0.4899","-0.8177","0.7906","370000"
"615","560","695","0.704090412131314","465","-1","-1","-1","-1","-1","-1","0.7027","-0.9531","-0.6048","-0.995","-1.244","350000"
"535","445","525","0.342314899911815","365","-1","-1","-1","-1","-1","-1","-0.4173","0.3448","0.672","1.5899","-0.1295","500000"
"465","545","390","0.207392169717661","-1","260","-1","-1","-1","324","-1","1.2772","1.0449","1.7007","0.5262","0.6721","200000"
"520","660","620","0.793580614548506","495","-1","-1","-1","-1","-1","-1","0.2718","-0.1206","-1.2196","-0.3612","-0.6692","335000"
"415","435","595","0.694479327708463","425","366","-1","-1","-1","233","-1","1.1283","1.4368","1.1074","0.0623","0.7788","410000"
"485","605","665","0.938399136791175","455","-1","-1","-1","553","-1","-1","1.7081","1.2114","1.547","-0.7415","0.8637","450000"
"335","454","525","0.190153405601018","315","-1","-1","-1","-1","-1","-1","-0.5719","0.0328","-0.1988","-1.1128","0.6603","200000"
"640","650","500","0.864685413370085","525","-1","-1","-1","-1","-1","-1","0.5591","1.3779","0.01","-1.2486","-0.4776","120000"
"440","530","450","-1.0","-1","-1","-1","-1","-1","-1","-1","0.1282","0.2124","-0.1437","0.1459","0.4805","105000"
"405","470","500","0.991792428023941","-1","-1","-1","-1","-1","516","-1","-1.0208","-1.4526","0.6248","-0.995","0.0973","240000"
"525","545","475","0.649389714846691","295","356","-1","-1","-1","292","-1","0.8463","0.8784","-0.6048","0.9066","0.4805","120000"
"650","580","545","-1.0","435","-1","-1","-1","-1","-1","-1","-0.159","0.3789","-1.0659","-0.8682","-0.0943","300000"
"640","565","465","0.622642915849938","525","-1","407","-1","-1","-1","-1","-0.0154","0.3789","1.2396","0.5262","0.6721","315000"
"425","515","565","0.622642915849938","525","-1","407","-1","-1","-1","-1","-1.2287","0.3448","0.3817","0.53233","-0.6035","180000"
"430","485","620","0.864685413370085","525","-1","-1","-1","-1","-1","-1","-0.4463","-0.9531","0.01","0.3995","-0.6692","300000"
"520","510","385","0.124502074009537","-1","233","-1","-1","-1","-1","-1","-3.4624","-5.7816","-4.6009","-0.3612","-6.9925","420000"
"455","435","565","0.864685413370085","525","-1","-1","-1","-1","-1","-1","-2.5811","0.0328","0.3817","0.4148","-1.0774","35000"
"485","525","665","0.670743151433127","455","-1","-1","-1","-1","-1","-1","0.5591","1.3779","0.6248","-0.7415","-0.2859","300000"
"485","475","445","0.819416529835888","505","-1","-1","-1","-1","-1","-1","-1.4992","-0.5523","1.1437","-0.6428","0.1864","400000"
"350","590","570","0.493596387301038","415","324","-1","-1","-1","-1","-1","0.8463","0.0459","-0.2974","-0.7415","-0.4776","320000"
"660","470","355","0.207392169717661","395","260","-1","-1","-1","-1","-1","1.4208","1.2114","0.3174","-0.995","0.4805","270000"
"640","495","620","0.991386932781466","-1","-1","-1","-1","633","-1","-1","-0.4463","0.2124","-1.0659","-0.3612","-0.2859","350000"
"435","394","324","0.670743151433127","455","-1","-1","-1","-1","-1","-1","0.6646","-1.0593","-1.0697","0.8848","0.1864","200000"
"675","525","525","0.600057182338341","435","-1","-1","-1","-1","-1","-1","0.3555","0.9688","0.0914","-0.8778","-0.7615","2600000"
"445","495","325","0.488347976782714","405","-1","-1","-1","-1","-1","-1","0.3555","-0.1232","-0.9245","-0.4078","0.8183","145000"
"395","535","515","0.356536487724475","535","-1","346","-1","-1","-1","-1","-0.0154","0.5454","0.9322","1.2869","0.2889","210000"
"605","485","575","0.819416529835888","505","-1","-1","-1","-1","-1","-1","1.1336","0.5454","-0.2974","-0.7415","0.2889","180000"
"630","505","595","0.649389714846691","305","356","-1","-1","-1","-1","-1","-0.8772","-1.1196","0.01","-1.5021","-2.7769","300000"
"590","525","635","0.493596387301038","465","324","-1","-1","-1","313","-1","0.99","0.7119","1.2396","-1.5021","1.0554","405000"
"580","525","470","0.635978756456794","445","-1","-1","-1","-1","-1","-1","1.2772","0.8784","0.1637","-1.2486","-0.2859","100000"
"380","340","310","0.414337426422751","-1","-1","-1","366","-1","-1","-1","-1.9629","0.2668","0.4906","-0.0552","-1.0774","200000"
"440","590","585","0.436962648056859","405","-1","-1","-1","-1","324","-1","1.9953","0.0459","0.7785","-2.136","0.4805","200000"
"395","470","430","0.998876108102859","415","-1","653","-1","-1","-1","-1","-0.0154","0.5454","0.9322","0.2727","-0.2859","110000"
"380","620","520","0.829584599793067","-1","-1","-1","469","-1","-1","-1","1.1336","0.5454","-0.9122","-0.8682","-0.2859","120000"
"370","370","285","0.356536487724475","105","-1","346","-1","-1","-1","-1","-1.1644","-1.7856","-0.7585","0.9066","-2.5853","1025000"
"605","495","520","-1.0","-1","-1","-1","-1","-1","-1","-1","-2.8879","-2.4516","0.01","-0.2344","-1.0524","240000"
"415","495","464","0.840840968763718","-1","-1","-1","473","-1","-1","-1","-0.4173","0.5008","-0.0537","0.29733","-0.5245","400000"
"415","510","415","0.0165646360498735","345","-1","-1","-1","-1","-1","166","1.1336","0.3789","0.1637","0.653","0.6721","180000"
"430","445","295","0.953899775079926","425","-1","530","-1","-1","-1","-1","0.4155","-0.6201","-1.0659","0.0192","-2.0105","200000"
"535","445","465","0.735795709224656","475","-1","-1","-1","-1","-1","-1","-1.0355","0.3448","0.8171","0.6498","-0.4455","340000"
"555","560","825","0.23780283983757","525","-1","315","-1","-1","-1","-1","-0.0154","0.2578","-0.5349","-1.1218","-1.359","350000"
"420","385","400","0.356536487724475","355","-1","346","-1","-1","-1","-1","-2.457","-0.7866","-2.1418","-1.2486","-1.6273","105000"
"305","365","485","0.229481754911755","345","266","-1","-1","-1","-1","-1","0.8192","0.3448","-0.0537","-0.4078","0.8183","480000"
"430","495","535","0.670743151433127","455","-1","-1","-1","-1","-1","-1","0.5591","0.5454","0.01","0.1459","-1.4356","200000"
"605","590","430","0.338786347219528","-1","292","-1","-1","-1","516","-1","1.2772","-0.2871","-0.9122","1.1601","0.4805","200000"
"490","470","390","0.600057182338341","435","-1","-1","-1","-1","-1","-1","0.8463","0.3789","0.4711","0.0192","1.4386","210000"
"430","495","720","0.338786347219528","365","292","-1","-1","-1","-1","-1","-1.1644","-1.6191","-0.7585","-0.6147","-2.3937","365000"
"435","305","345","0.276047228046856","345","-1","-1","-1","-1","-1","-1","-0.880999999999999","1.5928","0.0914","0.8848","0.9763","240000"
"385","435","570","0.943272157866555","-1","452","-1","-1","-1","-1","-1","0.1282","-0.1206","-0.9122","0.0192","0.0973","175000"
"695","610","780","0.960603251997053","-1","466","-1","-1","-1","-1","-1","-0.7335","0.3789","1.2396","-0.1076","0.8637","500000"
"305","435","295","0.229481754911755","445","266","-1","-1","-1","-1","-1","0.8192","0.5008","0.8171","-0.6428","-0.1295","570000"
"575","455","545","0.635978756456794","445","333","-1","-1","-1","-1","-1","-0.880999999999999","0.5008","0.0914","0.1798","-0.1295","680000"
"500","495","665","0.991230625262871","535","-1","592","-1","-1","-1","-1","-0.159","0.2124","0.4711","1.0333","1.4386","300000"
"250","425","415","0.538386892985096","345","333","-1","-1","-1","286","-1","-0.5719","-1.3713","-0.8157","-0.5253","-1.8673","180000"
"500","460","510","0.622642915849938","-1","-1","407","-1","-1","-1","-1","-2.1698","-0.1206","-0.2974","-0.1076","0.0973","200000"
"510","640","635","0.124502074009537","-1","233","-1","-1","-1","-1","-1","0.3941","1.2808","0.2366","-2.1998","-0.4455","200000"
"475","515","545","0.600057182338341","435","-1","-1","-1","-1","-1","-1","-0.5719","-0.5913","-1.5051","-1.4653","-1.5513","435000"
"395","520","500","0.23780283983757","495","-1","315","-1","-1","-1","-1","0.4155","0.7119","0.7785","0.0192","0.2889","240000"
"405","330","210","0.376059586651545","305","300","253","-1","-1","286","-1","-0.159","-0.1206","0.3174","0.0192","0.2889","190000"
"525","455","605","0.962217010630124","-1","-1","-1","366","-1","-1","500","-0.7651","-0.4353","-1.6502","1.3255","-0.4455","300000"
"525","575","525","0.694479327708463","375","366","-1","-1","-1","-1","-1","0.2009","0.3448","-0.4891","0.2973","0.1864","360000"
"455","495","435","0.124502074009537","-1","233","-1","-1","-1","286","-1","-0.7264","0.1888","0.3817","1.1199","0.4234","275000"
"615","605","680","0.943272157866555","-1","452","407","-1","-1","-1","-1","-1.0208","-0.2871","-0.2974","1.4136","0.8637","230000"
"425","445","505","0.881620069530177","-1","420","-1","-1","-1","-1","-1","1.2828","0.1888","-1.3599","2.0599","-0.2875","200000"
"370","375","325","0.356536487724475","315","-1","346","-1","-1","-1","-1","1.8517","1.5444","0.3174","0.3995","0.6721","300000"
"580","640","870","0.622642915849938","625","-1","407","-1","-1","-1","-1","-0.5899","1.0449","0.3174","-1.2486","0.8637","350000"
"570","540","655","0.952245572924303","585","-1","-1","-1","-1","-1","-1","0.7027","1.0449","1.547","-1.6289","-0.6692","785000"
"415","475","535","0.229481754911755","-1","266","-1","-1","-1","-1","-1","1.1283","1.5928","1.3977","1.0024","-1.1169","460000"
"555","615","715","0.694479327708463","-1","366","-1","-1","-1","340","-1","0.6646","0.9688","0.9623","-1.1128","0.5024","365000"
"535","540","485","0.493596387301038","365","324","-1","-1","-1","-1","-1","0.5591","1.0449","0.01","0.3995","1.0554","200000"
"455","345","515","0.342314899911815","365","-1","-1","-1","-1","-1","-1","0.0464","0.6568","0.0914","1.82493","-0.2875","150000"
"500","450","400","0.493596387301038","-1","324","-1","-1","-1","-1","-1","0.4155","0.2124","1.2396","-1.2486","-0.0943","300000"
"500","560","720","0.758379883023504","-1","-1","-1","-1","473","-1","-1","-0.3027","0.0459","-1.6807","0.0192","-0.6692","460000"
"475","455","415","0.679644640924472","-1","-1","-1","-1","-1","-1","388","-0.0154","1.2114","1.3933","-0.8682","1.6302","110000"
"545","470","380","0.112139438207403","355","228","-1","-1","-1","-1","-1","1.2772","0.7119","0.7785","-1.1218","0.6721","240000"
"725","595","605","0.538386892985096","475","333","-1","-1","-1","-1","-1","-1.2287","1.2808","-1.9405","1.76613","0.1864","305000"
"475","395","415","0.190153405601018","315","-1","-1","-1","-1","-1","-1","0.0464","1.1248","0.0914","-0.8778","-0.1295","350000"
"465","395","595","0.824666400671332","415","400","-1","-1","-1","-1","-1","-2.1175","-1.3713","-2.6662","1.4724","0.0284","240000"
"545","460","510","0.115022725743068","-1","292","-1","-1","292","-1","-1","0.99","0.2124","0.3174","0.1459","-0.0943","310000"
"615","470","470","0.744758354008939","365","-1","438","-1","-1","-1","-1","0.5591","1.3779","1.2396","-0.995","0.2889","335000"
"485","355","555","-1.0","-1","-1","-1","-1","-1","-1","-1","0.0464","-0.2793","-0.344","-0.1727","-0.4455","430000"
"275","390","340","0.229481754911755","214","266","-1","-1","-1","286","-1","0.99","1.2114","0.4711","-0.2344","0.2889","300000"
"545","625","750","-1.0","475","-1","438","-1","-1","-1","-1","0.8463","0.2124","-0.9122","-2.3895","-1.4356","100000"
"535","590","605","0.338786347219528","365","292","-1","-1","-1","-1","-1","0.5591","-0.1206","0.6248","0.9066","-0.6692","300000"
"710","655","500","0.843123726665742","515","-1","-1","-1","-1","-1","-1","1.4208","0.3789","-0.2974","-0.6147","0.4805","285000"
"510","410","250","0.622642915849938","395","-1","407","-1","-1","-1","-1","1.2772","1.3779","1.0859","0.3995","0.0973","90000"
"505","505","485","0.916869961103619","555","-1","-1","-1","-1","-1","-1","-1.0355","0.0328","-2.2308","1.0024","0.3444","60000"
"325","470","465","0.23780283983757","405","-1","315","-1","-1","-1","-1","0.1282","0.2124","0.4711","0.0192","1.247","200000"
"465","450","650","0.0587928000083534","475","200","407","-1","-1","-1","-1","-0.0154","0.7119","0.7785","-0.2344","-1.244","340000"
"395","435","405","0.824666400671332","215","400","-1","-1","-1","-1","-1","0.51","0.5008","-1.3599","-0.8778","0.3049","45000"
"735","695","655","0.864685413370085","525","-1","-1","-1","-1","-1","-1","0.2009","0.0328","-1.2148","-1.4653","-1.2354","870000"
"415","565","595","0.704090412131314","465","-1","-1","-1","-1","-1","-1","0.6646","0.6568","0.2366","-0.7603","0.0284","495000"
"515","555","505","0.635978756456794","445","-1","-1","-1","-1","-1","-1","-1.6924","0.3448","0.3817","0.00352999999999999","-0.9194","440000"
"500","565","475","0.622642915849938","665","-1","407","-1","-1","-1","-1","-0.0154","1.0449","1.7007","-0.4879","0.4805","350000"
"755","610","650","0.783303536670298","-1","388","-1","-1","-1","-1","-1","-1.7389","0.0459","-0.7585","1.5404","0.4805","325000"
"605","585","750","0.654107474545933","-1","-1","-1","420","-1","-1","-1","0.7027","0.3789","0.3174","-0.8682","-1.6273","380000"
"405","485","445","0.694479327708463","305","366","-1","-1","-1","-1","-1","-0.880999999999999","-2.7754","1.1074","-0.1727","-0.1295","130000"
"500","480","500","0.356536487724475","465","-1","346","-1","-1","-1","-1","0.1282","0.0459","1.2396","1.0333","0.6721","300000"
"635","685","735","0.649389714846691","665","356","-1","-1","-1","-1","-1","1.4208","1.2114","1.7007","-1.7556","0.2889","1200000"
"535","595","515","0.968237495890543","605","-1","-1","-1","-1","-1","-1","-0.3027","0.3789","-0.2974","-0.3612","0.4805","200000"
"535","425","595","0.229481754911755","-1","266","-1","-1","-1","-1","-1","0.51","0.5008","0.3817","-1.1128","-0.5245","375000"
"525","505","465","0.486747008438193","315","-1","376","-1","-1","-1","-1","0.8463","0.0459","0.6248","-0.995","1.0554","300000"
"405","545","515","0.444617716881577","-1","196","-1","-1","393","-1","-1","-0.5899","-0.4536","-1.527","-1.1218","-0.6692","60000"
"465","195","555","0.960603251997053","235","466","-1","-1","-1","-1","-1","-2.272","-2.7754","-1.6502","0.4148","-2.3412","150000"
"465","315","325","0.450876584483451","395","-1","-1","-1","-1","-1","-1","0.2009","-2.3073","0.3817","-0.6428","-0.1295","150000"
"560","460","405","0.881620069530177","285","420","-1","-1","-1","-1","-1","-0.3027","-0.1206","0.9322","-0.4879","-1.244","325000"
"575","544","524","0.864685413370085","525","-1","-1","-1","-1","-1","-1","0.0464","0.3448","-1.0697","-0.1727","0.0284","350000"
"370","415","180","0.488347976782714","405","-1","-1","-1","-1","-1","-1","-0.3027","0.7119","0.3174","1.2869","1.0554","185000"
"560","520","535","0.649389714846691","335","356","-1","-1","-1","-1","-1","0.2718","1.0449","0.4711","0.2727","1.0554","315000"
"475","575","535","0.525922584252055","415","-1","-1","-1","-1","-1","-1","-0.5719","-0.1232","-0.0537","0.0623","-0.6035","185000"
"485","585","565","0.694479327708463","454","366","-1","-1","-1","-1","-1","1.1283","0.3448","0.2366","-0.1727","1.2923","650000"
"505","495","525","0.735795709224656","475","-1","-1","-1","-1","-1","-1","0.1623","0.8128","0.2366","-0.0846","-0.7615","375000"
"505","405","425","0.229481754911755","305","266","-1","-1","-1","366","-1","-1.4992","-1.0203","0.2729","-1.7004","-1.8673","400000"
"435","425","494","0.377551419424541","375","-1","-1","-1","-1","-1","-1","1.4374","-0.5913","1.1074","-0.0552","0.8183","180000"
"325","385","285","0.486747008438193","465","-1","376","-1","-1","-1","-1","0.4155","0.3789","0.7785","-1.3753","1.247","60000"
"395","395","330","0.459015840492937","-1","-1","-1","376","-1","-1","-1","0.5591","-1.9521","-0.1437","0.7798","-1.244","100000"
"495","465","345","0.563267823666597","425","-1","-1","-1","-1","-1","-1","0.2009","1.4368","0.672","-0.4078","-0.6035","460000"
"580","475","270","0.744758354008939","475","-1","438","-1","-1","-1","-1","1.4208","0.5454","0.6248","-2.136","0.4805","310000"
"455","475","375","0.273500330399518","-1","-1","-1","332","-1","-1","-1","0.51","0.5008","0.8171","1.2374","0.1864","144000"
"505","505","405","0.276047228046856","345","-1","-1","-1","-1","-1","-1","0.3941","-0.5913","-0.7794","-0.43717","-2.0253","230000"
"405","465","565","0.490636955889964","415","-1","-1","383","-1","-1","-1","0.9737","-0.3183","-0.9245","0.884829999999999","-0.6035","500000"
"450","450","365","0.356536487724475","395","-1","346","-1","-1","-1","-1","1.8517","1.3779","0.01","-0.995","1.0554","180000"
"500","545","605","0.884122511593735","535","-1","-1","-1","-1","-1","-1","0.1282","0.3789","-0.2974","-0.1076","-1.0524","300000"
"510","535","620","0.622642915849938","555","-1","407","-1","-1","-1","-1","-0.7335","0.5454","0.3174","-1.6289","0.0973","90000"
"630","580","535","0.486747008438193","485","-1","376","-1","-1","-1","-1","-0.3027","-1.6191","-2.1418","-0.4879","-0.4776","325000"
"615","555","765","0.930370607202691","565","-1","-1","-1","-1","-1","-1","0.1282","-0.2871","0.4711","-1.3753","-0.6692","510000"
"380","460","555","0.486747008438193","365","-1","376","-1","-1","-1","-1","0.4155","0.5454","0.9322","-0.8682","-0.0943","300000"
"440","585","560","0.911395278391328","535","-1","500","-1","-1","-1","-1","0.2718","0.3789","1.0859","-1.3753","0.4805","325000"
"395","565","655","0.884122511593735","535","-1","-1","-1","-1","-1","-1","-1.3447","-0.7473","-0.9245","0.41483","-0.8799","700000"
"335","465","305","0.413838255788123","385","266","-1","260","-1","-1","260","0.6646","1.2808","1.9782","2.6475","1.2923","100000"
"485","395","475","0.538386892985096","-1","333","-1","-1","-1","-1","-1","0.0464","0.6568","0.2366","-0.0552","0.5024","170000"
"440","505","440","0.622642915849938","485","-1","407","-1","-1","-1","-1","-0.4463","0.5454","-0.7585","0.2727","-0.4776","100000"
"305","395","404","0.0587928000083534","315","200","-1","-1","-1","286","-1","0.8192","-1.0593","0.3817","1.3549","1.4502","130000"
"595","480","645","0.942116551485008","575","-1","-1","-1","-1","-1","-1","-0.3027","0.7119","0.01","-0.3612","0.0973","220000"
"415","340","500","0.824666400671332","325","400","315","-1","-1","-1","-1","0.7027","0.5454","0.9322","0.0192","-1.244","120000"
"415","595","495","0.694479327708463","-1","366","-1","-1","-1","-1","-1","0.8192","-0.0842","-0.598","-0.6428","-0.6035","240000"
"500","580","380","0.486747008438193","485","-1","376","-1","-1","-1","-1","0.7027","-0.2871","1.0859","-1.3753","0.2889","240000"
"645","554","655","0.819416529835888","505","-1","-1","-1","-1","-1","-1","-0.4173","1.2808","-0.1988","1.8543","0.6603","410000"
"405","510","545","0.864685413370085","525","-1","-1","-1","-1","-1","-1","-0.0154","0.8784","1.2396","1.5404","1.6302","140000"
"475","525","515","0.459015840492937","-1","-1","-1","376","-1","-1","-1","-0.5899","-0.6201","0.7785","-0.6147","0.0973","325000"
"465","370","450","0.842248322257836","445","-1","469","-1","-1","-1","-1","1.7081","0.7119","0.3174","-0.995","0.2889","200000"
"350","480","465","0.450876584483451","395","-1","-1","-1","-1","-1","-1","-2.7443","-2.4516","-2.4491","-0.6147","-3.735","105000"
"570","570","620","0.843123726665742","515","-1","-1","-1","-1","-1","-1","-0.0154","1.2114","0.3174","-0.8682","-0.2859","180000"
"385","355","345","0.342314899911815","365","-1","-1","-1","-1","-1","-1","-0.4173","0.1888","-0.1988","0.884829999999999","-0.1295","115000"
"580","435","455","0.0587928000083534","-1","200","-1","-1","-1","-1","-1","-0.1082","-0.2012","-0.0537","-0.8778","0.1864","215000"
"495","615","435","0.735795709224656","475","-1","-1","-1","-1","-1","-1","0.51","-0.4353","-0.6343","0.00352999999999999","0.5024","120000"
"545","525","615","0.998680245681687","-1","566","-1","-1","-1","-1","-1","0.9737","-0.1232","-1.0697","-0.05527","-0.643","250000"
"475","445","405","0.824666400671332","-1","400","-1","-1","-1","340","-1","0.51","0.1498","-0.8157","-0.407769999999999","0.5024","440000"
"455","570","620","-1.0","465","-1","315","-1","-1","-1","-1","0.8463","-0.2871","-0.9122","-0.8682","-0.0943","180000"
"570","495","740","0.996744486852253","635","-1","623","-1","-1","-1","-1","0.2718","0.7119","-1.2196","1.1601","0.2889","315000"
"575","505","565","0.819416529835888","505","-1","-1","-1","-1","-1","-1","1.9011","0.2668","0.3817","-0.9953","0.3444","320000"
"495","635","375","-1.0","-1","-1","-1","-1","-1","-1","-1","-1.6924","1.1248","-1.2148","1.0611","-0.1295","265000"
"385","375","575","0.824666400671332","395","400","-1","-1","-1","366","-1","-0.5719","0.5008","-0.6343","0.4148","-0.168999999999999","240000"
"475","375","390","0.486747008438193","385","-1","376","-1","-1","-1","-1","1.2772","1.7109","1.7007","-2.136","0.4805","180000"
"405","510","650","0.735795709224656","475","-1","-1","-1","-1","-1","-1","0.5591","-0.2871","-1.527","-0.6147","-2.0105","350000"
"435","565","635","0.765673581234011","485","-1","-1","-1","-1","-1","-1","-0.3014","0.8128","-0.9245","-1.05407","0.5024","335000"
"510","375","585","0.622642915849938","395","-1","407","-1","-1","-1","-1","0.99","1.7109","1.0859","0.1459","0.8637","300000"
"675","670","680","0.99405087195167","675","-1","-1","-1","-1","-1","-1","0.9737","0.8518","-0.7068","-0.9953","-0.6035","495000"
"555","495","870","-1.0","755","-1","-1","-1","-1","-1","-1","1.5644","0.8784","2.008","-2.643","1.4386","320000"
"545","525","615","0.444617716881577","435","356","-1","-1","393","-1","-1","-0.1082","-0.5913","-0.9245","0.2973","-0.6035","180000"
"455","365","495","0.124502074009537","-1","233","-1","-1","-1","286","-1","1.1283","-0.1232","0.0914","0.2973","-0.5245","110000"
"630","555","520","-1.0","425","292","-1","-1","-1","-1","-1","0.99","1.5444","-0.4511","-1.3753","-0.8608","305000"
"395","500","605","0.765673581234011","485","-1","-1","-1","-1","-1","-1","0.8192","0.9688","1.2525","0.0623","-0.0506","325000"
"505","685","464","0.124502074009537","435","233","-1","-1","-1","-1","-1","0.2009","0.6568","-0.9245","-1.2303","0.1864","250000"
"405","385","485","0.600057182338341","435","-1","-1","-1","-1","-1","-1","-0.1082","0.5008","-0.1626","1.1199","-0.9194","370000"
"515","440","505","0.493596387301038","345","324","-1","-1","-1","-1","-1","0.4155","-0.9531","-1.3733","0.0192","-0.2859","165000"
"455","470","440","0.622642915849938","455","-1","407","-1","-1","-1","-1","-1.7389","-3.6171","-1.9408","-0.3612","-5.686","200000"
"425","365","275","0.0745462652358558","255","-1","-1","-1","-1","-1","-1","-0.1855","-0.2793","-1.0697","0.7086","-1.0774","230000"
"465","445","425","0.793580614548506","495","-1","-1","-1","-1","-1","-1","-0.2628","-0.7473","-1.7954","-1.1128","0.8183","400000"
"445","445","615","0.535862819499896","-1","-1","-1","393","-1","-1","-1","-0.5719","0.8128","-0.6343","-0.8778","-0.1295","500000"
"525","615","605","0.635978756456794","445","-1","-1","-1","-1","-1","-1","0.0464","-0.4353","0.0914","0.1798","-0.4455","480000"
"495","375","545","0.945134855960355","-1","-1","-1","526","-1","-1","-1","-0.4173","0.0328","1.3977","-2.2879","1.1343","810000"
"695","475","605","0.879915203272648","-1","-1","-1","-1","-1","-1","-1","0.4155","0.5454","1.3933","-0.995","0.6721","200000"
"615","670","765","0.910770164246022","-1","433","-1","-1","-1","-1","-1","-0.5719","0.8128","-0.9245","0.0623","0.0679","360000"
"380","645","620","0.991230625262871","675","-1","592","-1","-1","-1","-1","0.5591","1.0449","0.1637","-1.7556","0.6721","325000"
"465","325","295","0.276047228046856","345","-1","-1","-1","-1","-1","-1","1.59199999999999","0.9688","1.2525","-0.4078","0.8183","320000"
"360","470","440","0.0531603052826837","-1","196","-1","-1","-1","-1","-1","-0.3027","-0.6201","-0.4511","-0.4879","-1.0524","150000"
"440","410","370","0.622642915849938","425","-1","407","-1","-1","-1","-1","-0.3027","-0.2871","-1.0659","1.794","-0.8608","240000"
"675","475","565","0.450876584483451","395","-1","-1","-1","-1","-1","-1","-0.2628","0.6178","-0.3803","1.70743","0.3444","300000"
"625","545","535","0.842248322257836","575","-1","469","-1","-1","-1","-1","-3.1994","-1.8393","-1.9405","1.3549","-1.2354","395000"
"870","535","680","0.994342113298401","485","-1","-1","-1","-1","526","-1","-1.7389","0.0459","-0.6048","1.9207","0.6721","440000"
"510","505","375","0.0800552813405495","395","-1","253","-1","-1","-1","-1","-0.7335","-1.6191","0.3174","0.3995","-0.6692","180000"
"475","435","440","0.622642915849938","295","-1","407","-1","-1","-1","-1","0.7027","0.0459","0.3174","0.2727","0.2889","235000"
"520","630","560","0.974396112538398","615","-1","-1","-1","-1","-1","-1","-1.5953","-1.4859","-1.7086","-0.4879","-1.9234","315000"
"375","355","465","0.413838255788123","385","-1","-1","-1","-1","-1","-1","-0.7264","-1.0593","0.5269","-0.0552","-0.2875","160000"
"450","375","355","0.670743151433127","455","-1","-1","-1","-1","-1","-1","0.4155","-0.1206","-0.6048","-0.7415","0.4805","90000"
"430","350","450","0.486747008438193","455","-1","376","-1","-1","-1","-1","0.1282","1.0449","0.6248","1.794","1.247","120000"
"420","470","440","0.493596387301038","315","324","-1","-1","-1","356","-1","0.2718","1.0449","0.7785","-1.2486","-0.4776","185000"
